H,H29+H30+H31+H32+H33+H34+H35+H36+H37+H39+H40
H084368,H33
H084369,H33
H085360,H33
H085361,H33
H085362,H33
H085363,H33
H085364,H33
H085365,H33
H085366,H33
H085367,H33
H085368,H33
H085369,H33
H086360,H33
H086361,H33
H086362,H33
H086363,H33
H086364,H33
H086365,H33
H086366,H33
H086367,H33
H086368,H33
H086369,H33
H087360,H33
H087361,H33
H087362,H33
H087363,H33
H087364,H33
H087365,H33
H087366,H33
H087367,H33
H087368,H33
H087369,H33
H088360,H33
H088361,H33
H088362,H33
H088363,H33
H088364,H33
H088365,H33
H088366,H33
H088367,H33
H088368,H33
H088369,H33
H089360,H33
H089361,H33
H089362,H33
H089363,H33
H089364,H33
H089365,H33
H089366,H33
H089367,H33
H089368,H33
H089369,H33
H0837,H30+H33
H080370,H30
H080371,H30
H080372,H30
H080373,H30
H080374,H30
H080375,H30
H080376,H30
H080377,H30
H080378,H30
H080379,H30
H081370,H30
H081371,H30
H081372,H30
H081373,H30
H081374,H30
H081375,H30
H081376,H30
H081377,H30
H081378,H30
H081379,H30
H082370,H30
H082371,H30
H082372,H30
H082373,H30
H082374,H30
H082375,H30
H082376,H30
H082377,H30
H082378,H30
H082379,H30
H083370,H30+H33
H083371,H30
H083372,H30
H083373,H30
H083374,H30
H083375,H30
H083376,H30
H083377,H30
H083378,H30
H083379,H30
H084370,H30+H33
H084371,H30+H33
H084372,H30+H33
H084373,H30+H33
H084374,H30+H33
H084375,H30+H33
H084376,H30+H33
H084377,H30+H33
H084378,H30
H084379,H30
H085370,H33
H085371,H33
H085372,H33
H085373,H33
H085374,H30+H33
H085375,H33
H085376,H33
H085377,H30+H33
H085378,H30
H085379,H30
H086370,H33
H086371,H33
H086372,H33
H086373,H33
H086374,H33
H086375,H33
H086376,H33
H086377,H30+H33
H086378,H30
H086379,H30
H087370,H33
H087371,H33
H087372,H33
H087373,H33
H087374,H33
H087375,H33
H087376,H33
H087377,H30+H33
H087378,H30
H087379,H30
H088370,H33
H088371,H33
H088372,H33
H088373,H33
H088374,H33
H088375,H33
H088376,H33
H088377,H30+H33
H088378,H30+H33
H088379,H30
H089370,H33
H089371,H33
H089372,H33
H089373,H33
H089374,H33
H089375,H33
H089376,H33
H089377,H33
H089378,H30+H33
H089379,H30+H33
H0936,H33
H0937,H33
H03Z,H30+H33
H0838,H30+H33
H080380,H30
H080381,H30
H080382,H30+H33
H080383,H33
H080384,H33
H080385,H33
H080386,H33
H080387,H33
H080388,H33
H080389,H33
H081380,H30
H081381,H30
H081382,H30+H33
H081383,H30+H33
H081384,H30+H33
H081385,H33
H081386,H33
H081387,H33
H081388,H33
H081389,H33
H082380,H30
H082381,H30
H082382,H30
H082383,H30+H33
H082384,H30+H33
H082385,H33
H082386,H33
H082387,H33
H082388,H33
H082389,H33
H083380,H30
H083381,H30
H083382,H30
H083383,H30+H33
H083384,H33
H083385,H33
H083386,H33
H083387,H33
H083388,H33
H083389,H33
H084380,H30
H084381,H30
H084382,H30
H084383,H30+H33
H084384,H33
H084385,H33
H084386,H33
H084387,H33
H084388,H33
H084389,H33
H085380,H30
H085381,H30
H085382,H30
H085383,H30+H33
H085384,H33
H085385,H33
H085386,H33
H085387,H33
H085388,H33
H085389,H33
H086380,H30
H086381,H30
H086382,H30+H33
H086383,H30+H33
H086384,H33
H086385,H33
H086386,H33
H086387,H33
H086388,H33
H086389,H33
H087380,H30
H087381,H30
H087382,H30+H33
H087383,H30+H33
H087384,H33
H087385,H33
H087386,H33
H087387,H33
H087388,H33
H087389,H33
H088380,H30
H088381,H30
H088382,H30
H088383,H30+H33
H088384,H33
H088385,H33
H088386,H33
H088387,H33
H088388,H33
H088389,H33
H089380,H30+H33
H089381,H30
H089382,H30
H089383,H30+H33
H089384,H33
H089385,H33
H089386,H33
H089387,H33
H089388,H33
H089389,H33
H0839,H33
H0938,H30+H33
H090380,H30+H33
H090381,H30+H33
H090382,H30+H33
H090383,H30+H33
H090384,H33
H090385,H33
H090386,H33
H090387,H33
H090388,H33
H090389,H33
H091380,H33
H091381,H33
H091382,H33
H091383,H33
H091384,H33
H091385,H33
H091386,H33
H091387,H33
H091388,H33
H091389,H33
H092380,H33
H092381,H33
H092382,H33
H092383,H33
H092384,H33
H092385,H33
H092386,H33
H092387,H33
H092388,H33
H092389,H33
H093380,H33
H093381,H33
H093382,H33
H093383,H33
H093384,H33
H093385,H33
H093386,H33
H093387,H33
H093388,H33
H093389,H33
H094380,H33
H094381,H33
H094382,H33
H094383,H33
H094384,H33
H094385,H33
H094386,H33
H094387,H33
H094388,H33
H094389,H33
H095380,H33
H095381,H33
H095382,H33
H095383,H33
H095384,H33
H095385,H33
H095386,H33
H095387,H33
H095388,H33
H095389,H33
H096380,H33
H096381,H33
H096382,H33
H096383,H33
H096384,H33
H096385,H33
H096386,H33
H096387,H33
H096388,H33
H096389,H33
H097380,H33
H097381,H33
H097382,H33
H097383,H33
H097384,H33
H097385,H33
H097386,H33
H097387,H33
H097388,H33
H097389,H33
H098380,H33
H098381,H33
H098382,H33
H098383,H33
H098384,H33
H098385,H33
H098386,H33
H098387,H33
H098388,H33
H098389,H33
H099380,H33
H099381,H33
H099382,H33
H099383,H33
H099384,H33
H099385,H33
H099386,H33
H099387,H33
H099388,H33
H099389,H33
H0939,H33
H04,H29+H33
H04SW,H29+H33
H04NW,H29+H33
H04SE,H33
H04NE,H33
H04A,H29
H04B,H29+H33
H0042,H29
H0043,H29+H33
H000430,H29
H000431,H29
H000432,H29
H000433,H29
H000434,H29
H000435,H29
H000436,H29
H000437,H29
H000438,H29
H000439,H29
H001430,H29
H001431,H29
H001432,H29
H001433,H29
H001434,H29
H001435,H29
H001436,H29
H001437,H29
H001438,H29
H001439,H29
H002430,H29
H002431,H29
H002432,H29
H002433,H29
H002434,H29
H002435,H29
H002436,H29
H002437,H29
H002438,H29
H002439,H29
H003430,H29
H003431,H29
H003432,H29
H003433,H29
H003434,H29
H003435,H29
H003436,H29
H003437,H29
H003438,H29
H003439,H29
H004430,H29
H004431,H29
H004432,H29
H004433,H29
H004434,H29
H004435,H29
H004436,H29
H004437,H29
H004438,H29
H004439,H29
H005430,H29
H005431,H29
H005432,H29
H005433,H29
H005434,H29
H005435,H29
H005436,H29
H005437,H29
H005438,H29
H005439,H29
H006430,H29
H006431,H29
H006432,H29
H006433,H29
H006434,H29
H006435,H29
H006436,H29
H006437,H29
H006438,H29
H006439,H29
H007430,H29
H007431,H29
H007432,H29
H007433,H29
H007434,H29
H007435,H29
H007436,H29
H007437,H29
H007438,H29
H007439,H29
H008430,H29
H008431,H29
H008432,H29
H008433,H29
H008434,H29
H008435,H29
H008436,H29
H008437,H29
H008438,H29
H008439,H29+H33
H009430,H29
H009431,H29
H009432,H29
H009433,H29
H009434,H29
H009435,H29
H009436,H29+H33
H009437,H29+H33
H009438,H29+H33
H009439,H29+H33
H0142,H29+H33
H010420,H29
H010421,H29
H010422,H29
H010423,H29
H010424,H29
H010425,H29
H010426,H29
H010427,H29
H010428,H29
H010429,H29
H011420,H29
H011421,H29
H011422,H29
H011423,H29
H011424,H29
H011425,H29
H011426,H29
H011427,H29
H011428,H29
H011429,H29
H012420,H29
H012421,H29
H012422,H29
H012423,H29
H012424,H29
H012425,H29
H012426,H29
H012427,H29
H012428,H29
H012429,H29+H33
H013420,H29
H013421,H29
H013422,H29
H013423,H29
H013424,H29
H013425,H29
H013426,H29
H013427,H29
H013428,H29+H33
H013429,H29+H33
H014420,H29
H014421,H29
H014422,H29
H014423,H29
H014424,H29
H014425,H29
H014426,H29
H014427,H29+H33
H014428,H29+H33
H014429,H33
H015420,H29
H015421,H29
H015422,H29
H015423,H29
H015424,H29
H015425,H29
H015426,H29+H33
H015427,H29+H33
H015428,H33
H015429,H33
H016420,H29
H016421,H29
H016422,H29
H016423,H29
H016424,H29
H016425,H29+H33
H016426,H29+H33
H016427,H33
H016428,H33
H016429,H33
H017420,H29
H017421,H29
H017422,H29
H017423,H29
H017424,H29
H017425,H29+H33
H017426,H33
H017427,H33
H017428,H33
H017429,H33
H018420,H29
H018421,H29
H018422,H29
H018423,H29+H33
H018424,H29+H33
H018425,H29+H33
H018426,H33
H018427,H33
H018428,H33
H018429,H33
H019420,H29
H019421,H29+H33
H019422,H29+H33
H019423,H29+H33
H019424,H33
H019425,H33
H019426,H33
H019427,H33
H019428,H33
H019429,H33
H0143,H29+H33
H010430,H29
H010431,H29
H010432,H29
H010433,H29
H010434,H29
H010435,H29+H33
H010436,H29+H33
H010437,H33
H010438,H33
H010439,H33
H011430,H29+H33
H011431,H29+H33
H011432,H29+H33
H011433,H29+H33
H011434,H29+H33
H011435,H29+H33
H011436,H33
H011437,H33
H011438,H33
H011439,H33
H012430,H29+H33
H012431,H33
H012432,H33
H012433,H33
H012434,H33
H012435,H33
H012436,H33
H012437,H33
H012438,H33
H012439,H33
H013430,H33
H013431,H33
H013432,H33
H013433,H33
H013434,H33
H013435,H33
H013436,H33
H013437,H33
H013438,H33
H013439,H33
H014430,H33
H014431,H33
H014432,H33
H014433,H33
H014434,H33
H014435,H33
H014436,H33
H014437,H33
H014438,H33
H014439,H33
H015430,H33
H015431,H33
H015432,H33
H015433,H33
H015434,H33
H015435,H33
H015436,H33
H015437,H33
H015438,H33
H015439,H33
H016430,H33
H016431,H33
H016432,H33
H016433,H33
H016434,H33
H016435,H33
H016436,H33
H016437,H33
H016438,H33
H016439,H33
H017430,H33
H017431,H33
H017432,H33
H017433,H33
H017434,H33
H017435,H33
H017436,H33
H017437,H33
H017438,H33
H017439,H33
H018430,H33
H018431,H33
H018432,H33
H018433,H33
H018434,H33
H018435,H33
H018436,H33
H018437,H33
H018438,H33
H018439,H33
H019430,H33
H019431,H33
H019432,H33
H019433,H33
H019434,H33
H019435,H33
H019436,H33
H019437,H33
H019438,H33
H019439,H33
H04C,H29+H33
H0044,H29+H33
H000440,H29
H000441,H29
H000442,H29+H33
H000443,H29+H33
H000444,H29+H33
H000445,H33
H000446,H33
H000447,H29+H33
H000448,H29+H33
H000449,H29+H33
H001440,H29
H001441,H29+H33
H001442,H29+H33
H001443,H33
H001444,H33
H001445,H33
H001446,H33
H001447,H33
H001448,H33
H001449,H33
H002440,H29
H002441,H29+H33
H002442,H33
H002443,H33
H002444,H33
H002445,H33
H002446,H33
H002447,H33
H002448,H33
H002449,H33
H003440,H29
H003441,H29+H33
H003442,H33
H003443,H33
H003444,H33
H003445,H33
H003446,H33
H003447,H33
H003448,H33
H003449,H33
H004440,H29
H004441,H29+H33
H004442,H33
H004443,H33
H004444,H33
H004445,H33
H004446,H33
H004447,H33
H004448,H33
H004449,H33
H005440,H29
H005441,H29+H33
H005442,H33
H005443,H33
H005444,H33
H005445,H33
H005446,H33
H005447,H33
H005448,H33
H005449,H33
H006440,H29+H33
H006441,H29+H33
H006442,H33
H006443,H33
H006444,H33
H006445,H33
H006446,H33
H006447,H33
H006448,H33
H006449,H33
H007440,H29+H33
H007441,H33
H007442,H33
H007443,H33
H007444,H33
H007445,H33
H007446,H33
H007447,H33
H007448,H33
H007449,H33
H008440,H29+H33
H008441,H33
H008442,H33
H008443,H33
H008444,H33
H008445,H33
H008446,H33
H008447,H33
H008448,H33
H008449,H33
H009440,H33
H009441,H33
H009442,H33
H009443,H33
H009444,H33
H009445,H33
H009446,H33
H009447,H33
H009448,H33
H009449,H33
H0045,H29+H33
H000450,H29+H33
H000451,H29
H000452,H29
H000453,H29+H33
H000454,H29+H33
H000455,H29+H33
H000456,H33
H000457,H33
H000458,H33
H000459,H33
H001450,H29+H33
H001451,H29+H33
H001452,H29+H33
H001453,H29+H33
H001454,H33
H001455,H33
H001456,H33
H001457,H33
H001458,H33
H001459,H33
H002450,H33
H002451,H33
H002452,H29+H33
H002453,H33
H002454,H33
H002455,H33
H002456,H33
H002457,H33
H002458,H33
H002459,H33
H003450,H33
H003451,H33
H003452,H33
H003453,H33
H003454,H33
H003455,H33
H003456,H33
H003457,H33
H003458,H33
H003459,H33
H004450,H33
H004451,H33
H004452,H33
H004453,H33
H004454,H33
H004455,H33
H004456,H33
H004457,H33
H004458,H33
H004459,H33
H005450,H33
H005451,H33
H005452,H33
H005453,H33
H005454,H33
H005455,H33
H005456,H33
H005457,H33
H005458,H33
H005459,H33
H006450,H33
H006451,H33
H006452,H33
H006453,H33
H006454,H33
H006455,H33
H006456,H33
H006457,H33
H006458,H33
H006459,H33
H007450,H33
H007451,H33
H007452,H33
H007453,H33
H007454,H33
H007455,H33
H007456,H33
H007457,H33
H007458,H33
H007459,H33
H008450,H33
H008451,H33
H008452,H33
H008453,H33
H008454,H33
H008455,H33
H008456,H33
H008457,H33
H008458,H33
H008459,H33
H009450,H33
H009451,H33
H009452,H33
H009453,H33
H009454,H33
H009455,H33
H009456,H33
H009457,H33
H009458,H33
H009459,H33
H0144,H33
H0145,H33
H04D,H33
H04E,H33
H04F,H29+H33
H0240,H29+H33
H020400,H29
H020401,H29
H020402,H29
H020403,H29
H020404,H29
H020405,H29
H020406,H29
H020407,H29
H020408,H29
H020409,H29
H021400,H29
H021401,H29
H021402,H29
H021403,H29
H021404,H29
H021405,H29
H021406,H29
H021407,H29
H021408,H29
H021409,H29
H022400,H29
H022401,H29
H022402,H29
H022403,H29
H022404,H29
H022405,H29
H022406,H29
H022407,H29
H022408,H29
H022409,H29
H023400,H29
H023401,H29
H023402,H29
H023403,H29
H023404,H29
H023405,H29
H023406,H29
H023407,H29
H023408,H29
H023409,H29
H024400,H29
H024401,H29
H024402,H29
H024403,H29
H024404,H29
H024405,H29
H024406,H29
H024407,H29+H33
H024408,H29+H33
H024409,H29+H33
H025400,H29
H025401,H29
H025402,H29
H025403,H29+H33
H025404,H29+H33
H025405,H29+H33
H025406,H29+H33
H025407,H29+H33
H025408,H33
H025409,H33
H026400,H29
H026401,H29
H026402,H29+H33
H026403,H29+H33
H026404,H33
H026405,H33
H026406,H33
H026407,H33
H026408,H33
H026409,H33
H027400,H29
H027401,H29+H33
H027402,H29+H33
H027403,H33
H027404,H33
H027405,H33
H027406,H33
H027407,H33
H027408,H33
H027409,H33
H028400,H29+H33
H028401,H29+H33
H028402,H33
H028403,H33
H028404,H33
H028405,H33
H028406,H33
H028407,H33
H028408,H33
H028409,H33
H029400,H29+H33
H029401,H33
H029402,H33
H029403,H33
H029404,H33
H029405,H33
H029406,H33
H029407,H33
H029408,H33
H029409,H33
H0241,H29+H33
H020410,H29
H020411,H29
H020412,H29
H020413,H29
H020414,H29
H020415,H29
H020416,H29
H020417,H29
H020418,H29
H020419,H29+H33
H021410,H29
H021411,H29
H021412,H29
H021413,H29
H021414,H29
H021415,H29
H021416,H29
H021417,H29+H33
H021418,H29+H33
H021419,H29+H33
H022410,H29
H022411,H29
H022412,H29
H022413,H29
H022414,H29
H022415,H29+H33
H022416,H29+H33
H022417,H29+H33
H022418,H33
H022419,H33
H023410,H29
H023411,H29
H023412,H29
H023413,H29+H33
H023414,H29+H33
H023415,H29+H33
H023416,H33
H023417,H33
H023418,H33
H023419,H33
H024410,H29+H33
H024411,H29+H33
H024412,H29+H33
H024413,H29+H33
H024414,H33
H024415,H33
H024416,H33
H024417,H33
H024418,H33
H024419,H33
H025410,H33
H025411,H33
H025412,H33
H025413,H33
H025414,H33
H025415,H33
H025416,H33
H025417,H33
H025418,H33
H025419,H33
H026410,H33
H026411,H33
H026412,H33
H026413,H33
H026414,H33
H026415,H33
H026416,H33
H026417,H33
H026418,H33
H026419,H33
H027410,H33
H027411,H33
H027412,H33
H027413,H33
H027414,H33
H027415,H33
H027416,H33
H027417,H33
H027418,H33
H027419,H33
H028410,H33
H028411,H33
H028412,H33
H028413,H33
H028414,H33
H028415,H33
H028416,H33
H028417,H33
H028418,H33
H028419,H33
H029410,H33
H029411,H33
H029412,H33
H029413,H33
H029414,H33
H029415,H33
H029416,H33
H029417,H33
H029418,H33
H029419,H33
H0340,H29+H33
H030400,H29+H33
H030401,H33
H030402,H33
H030403,H33
H030404,H33
H030405,H33
H030406,H33
H030407,H33
H030408,H33
H030409,H33
H031400,H33
H031401,H33
H031402,H33
H031403,H33
H031404,H33
H031405,H33
H031406,H33
H031407,H33
H031408,H33
H031409,H33
H032400,H33
H032401,H33
H032402,H33
H032403,H33
H032404,H33
H032405,H33
H032406,H33
H032407,H33
H032408,H33
H032409,H33
H033400,H33
H033401,H33
H033402,H33
H033403,H33
H033404,H33
H033405,H33
H033406,H33
H033407,H33
H033408,H33
H033409,H33
H034400,H33
H034401,H33
H034402,H33
H034403,H33
H034404,H33
H034405,H33
H034406,H33
H034407,H33
H034408,H33
H034409,H33
H035400,H33
H035401,H33
H035402,H33
H035403,H33
H035404,H33
H035405,H33
H035406,H33
H035407,H33
H035408,H33
H035409,H33
H036400,H33
H036401,H33
H036402,H33
H036403,H33
H036404,H33
H036405,H33
H036406,H33
H036407,H33
H036408,H33
H036409,H33
H037400,H33
H037401,H33
H037402,H33
H037403,H33
H037404,H33
H037405,H33
H037406,H33
H037407,H33
H037408,H33
H037409,H33
H038400,H33
H038401,H33
H038402,H33
H038403,H33
H038404,H33
H038405,H33
H038406,H33
H038407,H33
H038408,H33
H038409,H33
H039400,H33
H039401,H33
H039402,H33
H039403,H33
H039404,H33
H039405,H33
H039406,H33
H039407,H33
H039408,H33
H039409,H33
H0341,H33
H04G,H29+H33
H0242,H29+H33
H020420,H29+H33
H020421,H29+H33
H020422,H33
H020423,H33
H020424,H33
H020425,H33
H020426,H33
H020427,H33
H020428,H33
H020429,H33
H021420,H33
H021421,H33
H021422,H33
H021423,H33
H021424,H33
H021425,H33
H021426,H33
H021427,H33
H021428,H33
H021429,H33
H022420,H33
H022421,H33
H022422,H33
H022423,H33
H022424,H33
H022425,H33
H022426,H33
H022427,H33
H022428,H33
H022429,H33
H023420,H33
H023421,H33
H023422,H33
H023423,H33
H023424,H33
H023425,H33
H023426,H33
H023427,H33
H023428,H33
H023429,H33
H024420,H33
H024421,H33
H024422,H33
H024423,H33
H024424,H33
H024425,H33
H024426,H33
H024427,H33
H024428,H33
H024429,H33
H025420,H33
H025421,H33
H025422,H33
H025423,H33
H025424,H33
H025425,H33
H025426,H33
H025427,H33
H025428,H33
H025429,H33
H026420,H33
H026421,H33
H026422,H33
H026423,H33
H026424,H33
H026425,H33
H026426,H33
H026427,H33
H026428,H33
H026429,H33
H027420,H33
H027421,H33
H027422,H33
H027423,H33
H027424,H33
H027425,H33
H027426,H33
H027427,H33
H027428,H33
H027429,H33
H028420,H33
H028421,H33
H028422,H33
H028423,H33
H028424,H33
H028425,H33
H028426,H33
H028427,H33
H028428,H33
H028429,H33
H029420,H33
H029421,H33
H029422,H33
H029423,H33
H029424,H33
H029425,H33
H029426,H33
H029427,H33
H029428,H33
H029429,H33
H0243,H33
H0342,H33
H0343,H33
H04H,H33
H04I,H33
H04J,H33
H04K,H33
H04L,H33
H04M,H33
H04N,H33
H04P,H33
H04Q,H33
H04R,H33
H04S,H33
H04T,H33
H04U,H33
H04V,H33
H04W,H33
H04X,H33
H04Y,H33
H04Z,H33
H05,H33
H06,H33+H34
H06SW,H33+H34
H06NW,H33+H34
H06SE,H33+H34
H06NE,H33+H34
H06A,H33
H06B,H33
H06C,H33
H06D,H33+H34
H0066,H33+H34
H000660,H33
H000661,H33
H000662,H33+H34
H000663,H34
H000664,H34
H000665,H34
H000666,H34
H000667,H34
H000668,H34
H000669,H34
H001660,H33
H001661,H33
H001662,H33+H34
H001663,H34
H001664,H34
H001665,H34
H001666,H34
H001667,H34
H001668,H34
H001669,H34
H002660,H33
H002661,H33+H34
H002662,H33+H34
H002663,H34
H002664,H34
H002665,H34
H002666,H34
H002667,H34
H002668,H34
H002669,H34
H003660,H33
H003661,H33+H34
H003662,H34
H003663,H34
H003664,H34
H003665,H34
H003666,H34
H003667,H34
H003668,H34
H003669,H34
H004660,H33
H004661,H33+H34
H004662,H34
H004663,H34
H004664,H34
H004665,H34
H004666,H34
H004667,H34
H004668,H34
H004669,H34
H005660,H33+H34
H005661,H33+H34
H005662,H34
H005663,H34
H005664,H34
H005665,H34
H005666,H34
H005667,H34
H005668,H34
H005669,H34
H006660,H33+H34
H006661,H34
H006662,H34
H006663,H34
H006664,H34
H006665,H34
H006666,H34
H006667,H34
H006668,H34
H006669,H34
H007660,H33+H34
H007661,H34
H007662,H34
H007663,H34
H007664,H34
H007665,H34
H007666,H34
H007667,H34
H007668,H34
H007669,H34
H008660,H33+H34
H008661,H34
H008662,H34
H008663,H34
H008664,H34
H008665,H34
H008666,H34
H008667,H34
H008668,H34
H008669,H34
H009660,H33+H34
H009661,H33+H34
H009662,H34
H009663,H34
H009664,H34
H009665,H34
H009666,H34
H009667,H34
H009668,H34
H009669,H34
H0067,H34
H0166,H33+H34
H010660,H33
H010661,H33+H34
H010662,H34
H010663,H34
H010664,H34
H010665,H34
H010666,H34
H010667,H34
H010668,H34
H010669,H34
H011660,H33
H011661,H33+H34
H011662,H34
H011663,H34
H011664,H34
H011665,H34
H011666,H34
H011667,H34
H011668,H34
H011669,H34
H012660,H33
H012661,H33+H34
H012662,H34
H012663,H34
H012664,H34
H012665,H34
H012666,H34
H012667,H34
H012668,H34
H012669,H34
H013660,H33
H013661,H33+H34
H013662,H33+H34
H013663,H34
H013664,H34
H013665,H34
H013666,H34
H013667,H34
H013668,H34
H013669,H34
H014660,H33
H014661,H33+H34
H014662,H33+H34
H014663,H33+H34
H014664,H34
H014665,H34
H014666,H34
H014667,H34
H014668,H34
H014669,H34
H015660,H33
H015661,H33
H015662,H33
H015663,H33+H34
H015664,H34
H015665,H34
H015666,H34
H015667,H34
H015668,H34
H015669,H34
H016660,H33
H016661,H33
H016662,H33
H016663,H33+H34
H016664,H33+H34
H016665,H34
H016666,H34
H016667,H34
H016668,H34
H016669,H34
H017660,H33
H017661,H33
H017662,H33
H017663,H33
H017664,H33+H34
H017665,H33+H34
H017666,H34
H017667,H34
H017668,H34
H017669,H34
H018660,H33
H018661,H33
H018662,H33
H018663,H33
H018664,H33
H018665,H33+H34
H018666,H34
H018667,H34
H018668,H34
H018669,H34
H019660,H33
H019661,H33
H019662,H33
H019663,H33
H019664,H33+H34
H019665,H33+H34
H019666,H34
H019667,H34
H019668,H34
H019669,H34
H0167,H34
H06E,H34
H06F,H33
H06G,H33
H06H,H33+H34
H0264,H33
H0265,H33+H34
H020650,H33
H020651,H33
H020652,H33
H020653,H33
H020654,H33
H020655,H33
H020656,H33
H020657,H33
H020658,H33
H020659,H33
H021650,H33
H021651,H33
H021652,H33
H021653,H33
H021654,H33
H021655,H33
H021656,H33
H021657,H33
H021658,H33
H021659,H33
H022650,H33
H022651,H33
H022652,H33
H022653,H33
H022654,H33
H022655,H33
H022656,H33
H022657,H33
H022658,H33
H022659,H33
H023650,H33
H023651,H33
H023652,H33
H023653,H33
H023654,H33
H023655,H33
H023656,H33
H023657,H33
H023658,H33
H023659,H33
H024650,H33
H024651,H33
H024652,H33
H024653,H33
H024654,H33
H024655,H33
H024656,H33
H024657,H33
H024658,H33
H024659,H33+H34
H025650,H33
H025651,H33
H025652,H33
H025653,H33
H025654,H33
H025655,H33
H025656,H33
H025657,H33
H025658,H33+H34
H025659,H33+H34
H026650,H33
H026651,H33
H026652,H33
H026653,H33
H026654,H33
H026655,H33+H34
H026656,H33+H34
H026657,H33+H34
H026658,H33+H34
H026659,H34
H027650,H33
H027651,H33
H027652,H33
H027653,H33
H027654,H33
H027655,H33+H34
H027656,H33+H34
H027657,H33+H34
H027658,H34
H027659,H34
H028650,H33
H028651,H33
H028652,H33
H028653,H33+H34
H028654,H33+H34
H028655,H33+H34
H028656,H34
H028657,H34
H028658,H34
H028659,H34
H029650,H33
H029651,H33
H029652,H33+H34
H029653,H33+H34
H029654,H34
H029655,H34
H029656,H34
H029657,H34
H029658,H34
H029659,H34
H0364,H33+H34
H030640,H33
H030641,H33
H030642,H33
H030643,H33
H030644,H33
H030645,H33
H030646,H33
H030647,H33
H030648,H33
H030649,H33
H031640,H33
H031641,H33
H031642,H33
H031643,H33
H031644,H33
H031645,H33
H031646,H33
H031647,H33
H031648,H33
H031649,H33
H032640,H33
H032641,H33
H032642,H33
H032643,H33
H032644,H33
H032645,H33
H032646,H33
H032647,H33
H032648,H33
H032649,H33
H033640,H33
H033641,H33
H033642,H33
H033643,H33
H033644,H33
H033645,H33
H033646,H33
H033647,H33
H033648,H33
H033649,H33
H034640,H33
H034641,H33
H034642,H33
H034643,H33
H034644,H33
H034645,H33
H034646,H33
H034647,H33
H034648,H33
H034649,H33
H035640,H33
H035641,H33
H035642,H33
H035643,H33
H035644,H33
H035645,H33
H035646,H33
H035647,H33
H035648,H33
H035649,H33
H036640,H33
H036641,H33
H036642,H33
H036643,H33
H036644,H33
H036645,H33
H036646,H33
H036647,H33
H036648,H33
H036649,H33
H037640,H33
H037641,H33
H037642,H33
H037643,H33
H037644,H33
H037645,H33
H037646,H33
H037647,H33
H037648,H33
H037649,H33
H038640,H33
H038641,H33
H038642,H33
H038643,H33
H038644,H33
H038645,H33
H038646,H33
H038647,H33
H038648,H33
H038649,H33
H039640,H33
H039641,H33
H039642,H33
H039643,H33
H039644,H33
H039645,H33
H039646,H33
H039647,H33
H039648,H33
H039649,H33+H34
H0365,H33+H34
H030650,H33+H34
H030651,H33+H34
H030652,H33+H34
H030653,H34
H030654,H34
H030655,H34
H030656,H34
H030657,H34
H030658,H34
H030659,H34
H031650,H33+H34
H031651,H34
H031652,H34
H031653,H34
H031654,H34
H031655,H34
H031656,H34
H031657,H34
H031658,H34
H031659,H34
H032650,H33+H34
H032651,H34
H032652,H34
H032653,H34
H032654,H34
H032655,H34
H032656,H34
H032657,H34
H032658,H34
H032659,H34
H033650,H33+H34
H033651,H33+H34
H033652,H34
H033653,H34
H033654,H34
H033655,H34
H033656,H34
H033657,H34
H033658,H34
H033659,H34
H034650,H33
H034651,H33+H34
H034652,H33+H34
H034653,H34
H034654,H34
H034655,H34
H034656,H34
H034657,H34
H034658,H34
H034659,H34
H035650,H33
H035651,H33
H035652,H33+H34
H035653,H34
H035654,H34
H035655,H34
H035656,H34
H035657,H34
H035658,H34
H035659,H34
H036650,H33
H036651,H33
H036652,H33+H34
H036653,H34
H036654,H34
H036655,H34
H036656,H34
H036657,H34
H036658,H34
H036659,H34
H037650,H33
H037651,H33+H34
H037652,H33+H34
H037653,H34
H037654,H34
H037655,H34
H037656,H34
H037657,H34
H037658,H34
H037659,H34
H038650,H33+H34
H038651,H33+H34
H038652,H34
H038653,H34
H038654,H34
H038655,H34
H038656,H34
H038657,H34
H038658,H34
H038659,H34
H039650,H33+H34
H039651,H34
H039652,H34
H039653,H34
H039654,H34
H039655,H34
H039656,H34
H039657,H34
H039658,H34
H039659,H34
H06I,H33+H34
H0266,H33+H34
H020660,H33
H020661,H33+H34
H020662,H33+H34
H020663,H33+H34
H020664,H33+H34
H020665,H34
H020666,H34
H020667,H34
H020668,H34
H020669,H34
H021660,H33
H021661,H33+H34
H021662,H34
H021663,H34
H021664,H34
H021665,H34
H021666,H34
H021667,H34
H021668,H34
H021669,H34
H022660,H33+H34
H022661,H33+H34
H022662,H34
H022663,H34
H022664,H34
H022665,H34
H022666,H34
H022667,H34
H022668,H34
H022669,H34
H023660,H33+H34
H023661,H34
H023662,H34
H023663,H34
H023664,H34
H023665,H34
H023666,H34
H023667,H34
H023668,H34
H023669,H34
H024660,H33+H34
H024661,H34
H024662,H34
H024663,H34
H024664,H34
H024665,H34
H024666,H34
H024667,H34
H024668,H34
H024669,H34
H025660,H34
H025661,H34
H025662,H34
H025663,H34
H025664,H34
H025665,H34
H025666,H34
H025667,H34
H025668,H34
H025669,H34
H026660,H34
H026661,H34
H026662,H34
H026663,H34
H026664,H34
H026665,H34
