R,H0+H2+H4+H5+H6+H7+H8+H9+H10+H15+H18
R115383,H8
R115384,H8
R115385,H8
R115386,H8
R115387,H8
R115388,H8
R115389,H2+H8
R116380,H8
R116381,H8
R116382,H8
R116383,H8
R116384,H8
R116385,H8
R116386,H8
R116387,H8
R116388,H8
R116389,H2+H8
R117380,H8
R117381,H8
R117382,H8
R117383,H8
R117384,H8
R117385,H8
R117386,H8
R117387,H8
R117388,H8
R117389,H2+H8
R118380,H8
R118381,H8
R118382,H8
R118383,H8
R118384,H8
R118385,H8
R118386,H8
R118387,H8
R118388,H8
R118389,H2+H8
R119380,H8
R119381,H8
R119382,H8
R119383,H8
R119384,H8
R119385,H8
R119386,H8
R119387,H8
R119388,H8
R119389,H2+H8
R1139,H2+H8
R110390,H2
R110391,H2
R110392,H2
R110393,H2
R110394,H2
R110395,H2
R110396,H2
R110397,H2
R110398,H2
R110399,H2
R111390,H2
R111391,H2
R111392,H2
R111393,H2
R111394,H2
R111395,H2
R111396,H2
R111397,H2
R111398,H2
R111399,H2
R112390,H2+H8
R112391,H2
R112392,H2
R112393,H2
R112394,H2
R112395,H2
R112396,H2
R112397,H2
R112398,H2
R112399,H2
R113390,H2+H8
R113391,H2
R113392,H2
R113393,H2
R113394,H2
R113395,H2
R113396,H2
R113397,H2
R113398,H2
R113399,H2
R114390,H2+H8
R114391,H2
R114392,H2
R114393,H2
R114394,H2
R114395,H2
R114396,H2
R114397,H2
R114398,H2
R114399,H2
R115390,H2+H8
R115391,H2
R115392,H2
R115393,H2
R115394,H2
R115395,H2
R115396,H2
R115397,H2
R115398,H2
R115399,H2
R116390,H2
R116391,H2
R116392,H2
R116393,H2
R116394,H2
R116395,H2
R116396,H2
R116397,H2
R116398,H2
R116399,H2
R117390,H2
R117391,H2
R117392,H2
R117393,H2
R117394,H2
R117395,H2
R117396,H2
R117397,H2
R117398,H2
R117399,H2+H8
R118390,H2
R118391,H2
R118392,H2+H8
R118393,H2+H8
R118394,H2+H8
R118395,H2+H8
R118396,H2+H8
R118397,H2+H8
R118398,H2+H8
R118399,H2+H8
R119390,H2+H8
R119391,H2+H8
R119392,H2+H8
R119393,H8
R119394,H8
R119395,H8
R119396,H8
R119397,H8
R119398,H8
R119399,H8
R13F,H8
R13G,H8
R13H,H8
R13I,H8
R13J,H8
R13K,H8
R13L,H8
R13M,H8
R13N,H8
R13P,H8
R13Q,H8
R13R,H8
R13S,H8
R13T,H8
R13U,H8
R13V,H8
R13W,H8
R13X,H8
R13Y,H8
R13Z,H8
R14,H0+H2+H8+H9
R14SW,H2+H8
R14NW,H0+H8+H9
R14SE,H8
R14NE,H0+H8
R14A,H2+H8
R1040,H2
R1041,H2
R1140,H2+H8
R110400,H2
R110401,H2
R110402,H2
R110403,H2
R110404,H2
R110405,H2
R110406,H2
R110407,H2
R110408,H2
R110409,H2
R111400,H2
R111401,H2
R111402,H2
R111403,H2
R111404,H2
R111405,H2
R111406,H2
R111407,H2
R111408,H2
R111409,H2
R112400,H2
R112401,H2
R112402,H2
R112403,H2
R112404,H2
R112405,H2
R112406,H2
R112407,H2
R112408,H2
R112409,H2
R113400,H2
R113401,H2
R113402,H2
R113403,H2
R113404,H2
R113405,H2
R113406,H2
R113407,H2
R113408,H2
R113409,H2
R114400,H2
R114401,H2
R114402,H2
R114403,H2
R114404,H2
R114405,H2
R114406,H2
R114407,H2
R114408,H2
R114409,H2
R115400,H2
R115401,H2
R115402,H2
R115403,H2
R115404,H2
R115405,H2
R115406,H2
R115407,H2
R115408,H2
R115409,H2
R116400,H2
R116401,H2
R116402,H2
R116403,H2
R116404,H2
R116405,H2+H8
R116406,H2+H8
R116407,H2+H8
R116408,H2+H8
R116409,H2+H8
R117400,H2+H8
R117401,H2+H8
R117402,H2+H8
R117403,H2+H8
R117404,H2+H8
R117405,H2+H8
R117406,H8
R117407,H8
R117408,H8
R117409,H8
R118400,H8
R118401,H8
R118402,H8
R118403,H8
R118404,H8
R118405,H8
R118406,H8
R118407,H8
R118408,H8
R118409,H8
R119400,H8
R119401,H8
R119402,H8
R119403,H8
R119404,H8
R119405,H8
R119406,H8
R119407,H8
R119408,H8
R119409,H8
R1141,H2+H8
R110410,H2
R110411,H2
R110412,H2
R110413,H2
R110414,H2
R110415,H2
R110416,H2
R110417,H2
R110418,H2
R110419,H2
R111410,H2
R111411,H2
R111412,H2
R111413,H2
R111414,H2
R111415,H2
R111416,H2
R111417,H2
R111418,H2
R111419,H2
R112410,H2
R112411,H2
R112412,H2
R112413,H2
R112414,H2
R112415,H2
R112416,H2
R112417,H2
R112418,H2
R112419,H2
R113410,H2
R113411,H2
R113412,H2
R113413,H2
R113414,H2
R113415,H2
R113416,H2
R113417,H2
R113418,H2
R113419,H2+H8
R114410,H2
R114411,H2
R114412,H2
R114413,H2
R114414,H2
R114415,H2
R114416,H2+H8
R114417,H2+H8
R114418,H2+H8
R114419,H2+H8
R115410,H2
R115411,H2+H8
R115412,H2+H8
R115413,H2+H8
R115414,H2+H8
R115415,H2+H8
R115416,H2+H8
R115417,H8
R115418,H8
R115419,H8
R116410,H2+H8
R116411,H2+H8
R116412,H8
R116413,H8
R116414,H8
R116415,H8
R116416,H8
R116417,H8
R116418,H8
R116419,H8
R117410,H8
R117411,H8
R117412,H8
R117413,H8
R117414,H8
R117415,H8
R117416,H8
R117417,H8
R117418,H8
R117419,H8
R118410,H8
R118411,H8
R118412,H8
R118413,H8
R118414,H8
R118415,H8
R118416,H8
R118417,H8
R118418,H8
R118419,H8
R119410,H8
R119411,H8
R119412,H8
R119413,H8
R119414,H8
R119415,H8
R119416,H8
R119417,H8
R119418,H8
R119419,H8
R14B,H2+H8
R1042,H2+H8
R100420,H2
R100421,H2
R100422,H2
R100423,H2
R100424,H2
R100425,H2+H8
R100426,H8
R100427,H8
R100428,H8
R100429,H8
R101420,H2
R101421,H2
R101422,H2
R101423,H2
R101424,H2
R101425,H2+H8
R101426,H8
R101427,H8
R101428,H8
R101429,H8
R102420,H2
R102421,H2
R102422,H2
R102423,H2
R102424,H2
R102425,H2+H8
R102426,H8
R102427,H8
R102428,H8
R102429,H8
R103420,H2
R103421,H2
R103422,H2
R103423,H2
R103424,H2+H8
R103425,H2+H8
R103426,H8
R103427,H8
R103428,H8
R103429,H8
R104420,H2
R104421,H2
R104422,H2
R104423,H2
R104424,H2+H8
R104425,H8
R104426,H8
R104427,H8
R104428,H8
R104429,H8
R105420,H2
R105421,H2
R105422,H2
R105423,H2+H8
R105424,H2+H8
R105425,H8
R105426,H8
R105427,H8
R105428,H8
R105429,H8
R106420,H2
R106421,H2
R106422,H2
R106423,H2+H8
R106424,H8
R106425,H8
R106426,H8
R106427,H8
R106428,H8
R106429,H8
R107420,H2
R107421,H2
R107422,H2
R107423,H2+H8
R107424,H8
R107425,H8
R107426,H8
R107427,H8
R107428,H8
R107429,H8
R108420,H2
R108421,H2
R108422,H2+H8
R108423,H2+H8
R108424,H8
R108425,H8
R108426,H8
R108427,H8
R108428,H8
R108429,H8
R109420,H2
R109421,H2
R109422,H2+H8
R109423,H8
R109424,H8
R109425,H8
R109426,H8
R109427,H8
R109428,H8
R109429,H8
R1043,H8
R1142,H2+H8
R110420,H2
R110421,H2+H8
R110422,H2+H8
R110423,H8
R110424,H8
R110425,H8
R110426,H8
R110427,H8
R110428,H8
R110429,H8
R111420,H2+H8
R111421,H2+H8
R111422,H8
R111423,H8
R111424,H8
R111425,H8
R111426,H8
R111427,H8
R111428,H8
R111429,H8
R112420,H2+H8
R112421,H8
R112422,H8
R112423,H8
R112424,H8
R112425,H8
R112426,H8
R112427,H8
R112428,H8
R112429,H8
R113420,H2+H8
R113421,H8
R113422,H8
R113423,H8
R113424,H8
R113425,H8
R113426,H8
R113427,H8
R113428,H8
R113429,H8
R114420,H8
R114421,H8
R114422,H8
R114423,H8
R114424,H8
R114425,H8
R114426,H8
R114427,H8
R114428,H8
R114429,H8
R115420,H8
R115421,H8
R115422,H8
R115423,H8
R115424,H8
R115425,H8
R115426,H8
R115427,H8
R115428,H8
R115429,H8
R116420,H8
R116421,H8
R116422,H8
R116423,H8
R116424,H8
R116425,H8
R116426,H8
R116427,H8
R116428,H8
R116429,H8
R117420,H8
R117421,H8
R117422,H8
R117423,H8
R117424,H8
R117425,H8
R117426,H8
R117427,H8
R117428,H8
R117429,H8
R118420,H8
R118421,H8
R118422,H8
R118423,H8
R118424,H8
R118425,H8
R118426,H8
R118427,H8
R118428,H8
R118429,H8
R119420,H8
R119421,H8
R119422,H8
R119423,H8
R119424,H8
R119425,H8
R119426,H8
R119427,H8
R119428,H8
R119429,H8
R1143,H8
R14C,H8
R14D,H0+H8
R1046,H8
R1047,H0+H8
R100470,H8
R100471,H8
R100472,H8
R100473,H8
R100474,H8
R100475,H0+H8
R100476,H0
R100477,H0
R100478,H0
R100479,H0
R101470,H8
R101471,H8
R101472,H8
R101473,H8
R101474,H8
R101475,H0+H8
R101476,H0
R101477,H0
R101478,H0
R101479,H0
R102470,H8
R102471,H8
R102472,H8
R102473,H8
R102474,H8
R102475,H0+H8
R102476,H0
R102477,H0
R102478,H0
R102479,H0
R103470,H8
R103471,H8
R103472,H8
R103473,H8
R103474,H8
R103475,H0+H8
R103476,H0
R103477,H0
R103478,H0
R103479,H0
R104470,H8
R104471,H8
R104472,H8
R104473,H8
R104474,H8
R104475,H0+H8
R104476,H0+H8
R104477,H0
R104478,H0
R104479,H0
R105470,H8
R105471,H8
R105472,H8
R105473,H8
R105474,H8
R105475,H8
R105476,H0+H8
R105477,H0
R105478,H0
R105479,H0
R106470,H8
R106471,H8
R106472,H8
R106473,H8
R106474,H8
R106475,H8
R106476,H0+H8
R106477,H0
R106478,H0
R106479,H0
R107470,H8
R107471,H8
R107472,H8
R107473,H8
R107474,H8
R107475,H0+H8
R107476,H0+H8
R107477,H0
R107478,H0
R107479,H0
R108470,H8
R108471,H8
R108472,H8
R108473,H8
R108474,H8
R108475,H0+H8
R108476,H0+H8
R108477,H0
R108478,H0
R108479,H0
R109470,H8
R109471,H8
R109472,H8
R109473,H8
R109474,H8
R109475,H8
R109476,H0+H8
R109477,H0
R109478,H0
R109479,H0
R1146,H8
R1147,H0+H8
R110470,H8
R110471,H8
R110472,H8
R110473,H8
R110474,H8
R110475,H0+H8
R110476,H0+H8
R110477,H0
R110478,H0
R110479,H0
R111470,H8
R111471,H8
R111472,H8
R111473,H8
R111474,H0+H8
R111475,H0+H8
R111476,H0
R111477,H0
R111478,H0
R111479,H0
R112470,H8
R112471,H8
R112472,H8
R112473,H8
R112474,H0+H8
R112475,H0
R112476,H0
R112477,H0
R112478,H0
R112479,H0
R113470,H8
R113471,H8
R113472,H8
R113473,H8
R113474,H0+H8
R113475,H0
R113476,H0
R113477,H0
R113478,H0
R113479,H0
R114470,H8
R114471,H8
R114472,H8
R114473,H0+H8
R114474,H0+H8
R114475,H0
R114476,H0
R114477,H0
R114478,H0
R114479,H0
R115470,H8
R115471,H8
R115472,H8
R115473,H0+H8
R115474,H0
R115475,H0
R115476,H0
R115477,H0
R115478,H0
R115479,H0
R116470,H8
R116471,H8
R116472,H8
R116473,H0+H8
R116474,H0
R116475,H0
R116476,H0
R116477,H0
R116478,H0
R116479,H0
R117470,H8
R117471,H8
R117472,H8
R117473,H0+H8
R117474,H0+H8
R117475,H0
R117476,H0
R117477,H0
R117478,H0
R117479,H0
R118470,H8
R118471,H8
R118472,H8
R118473,H8
R118474,H0+H8
R118475,H0
R118476,H0
R118477,H0
R118478,H0
R118479,H0
R119470,H8
R119471,H8
R119472,H8
R119473,H8
R119474,H0+H8
R119475,H0
R119476,H0
R119477,H0
R119478,H0
R119479,H0
R14E,H0+H9
R1048,H0
R1049,H0+H9
R100490,H0
R100491,H0
R100492,H0
R100493,H0
R100494,H0
R100495,H0
R100496,H0
R100497,H0+H9
R100498,H0+H9
R100499,H9
R101490,H0
R101491,H0
R101492,H0
R101493,H0
R101494,H0
R101495,H0
R101496,H0+H9
R101497,H0+H9
R101498,H9
R101499,H9
R102490,H0
R102491,H0
R102492,H0
R102493,H0
R102494,H0
R102495,H0
R102496,H0+H9
R102497,H9
R102498,H9
R102499,H9
R103490,H0
R103491,H0
R103492,H0
R103493,H0
R103494,H0
R103495,H0+H9
R103496,H0+H9
R103497,H9
R103498,H9
R103499,H9
R104490,H0
R104491,H0
R104492,H0
R104493,H0
R104494,H0+H9
R104495,H0+H9
R104496,H9
R104497,H9
R104498,H9
R104499,H9
R105490,H0
R105491,H0
R105492,H0
R105493,H0+H9
R105494,H0+H9
R105495,H9
R105496,H9
R105497,H9
R105498,H9
R105499,H9
R106490,H0
R106491,H0
R106492,H0
R106493,H0+H9
R106494,H9
R106495,H9
R106496,H9
R106497,H9
R106498,H9
R106499,H9
R107490,H0
R107491,H0
R107492,H0
R107493,H0+H9
R107494,H9
R107495,H9
R107496,H9
R107497,H9
R107498,H9
R107499,H9
R108490,H0
R108491,H0
R108492,H0+H9
R108493,H0+H9
R108494,H9
R108495,H9
R108496,H9
R108497,H9
R108498,H9
R108499,H9
R109490,H0
R109491,H0
R109492,H0+H9
R109493,H9
R109494,H9
R109495,H9
R109496,H9
R109497,H9
R109498,H9
R109499,H9
R1148,H0
R1149,H0+H9
R110490,H0
R110491,H0
R110492,H0+H9
R110493,H9
R110494,H9
R110495,H9
R110496,H9
R110497,H9
R110498,H9
R110499,H9
R111490,H0
R111491,H0
R111492,H0+H9
R111493,H9
R111494,H9
R111495,H9
R111496,H9
R111497,H9
R111498,H9
R111499,H9
R112490,H0
R112491,H0
R112492,H0+H9
R112493,H9
R112494,H9
R112495,H9
R112496,H9
R112497,H9
R112498,H9
R112499,H9
R113490,H0
R113491,H0
R113492,H0+H9
R113493,H9
R113494,H9
R113495,H9
R113496,H9
R113497,H9
R113498,H9
R113499,H9
R114490,H0
R114491,H0
R114492,H0+H9
R114493,H9
R114494,H9
R114495,H9
R114496,H9
R114497,H9
R114498,H9
R114499,H9
R115490,H0
R115491,H0
R115492,H0+H9
R115493,H9
R115494,H9
R115495,H9
R115496,H9
R115497,H9
R115498,H9
R115499,H9
R116490,H0
R116491,H0
R116492,H0+H9
R116493,H9
R116494,H9
R116495,H9
R116496,H9
R116497,H9
R116498,H9
R116499,H9
R117490,H0
R117491,H0
R117492,H0+H9
R117493,H9
R117494,H9
R117495,H9
R117496,H9
R117497,H9
R117498,H9
R117499,H9
R118490,H0
R118491,H0
R118492,H0+H9
R118493,H9
R118494,H9
R118495,H9
R118496,H9
R118497,H9
R118498,H9
R118499,H9
R119490,H0
R119491,H0
R119492,H0+H9
R119493,H9
R119494,H9
R119495,H9
R119496,H9
R119497,H9
R119498,H9
R119499,H9
R14F,H8
R14G,H8
R14H,H8
R14I,H0+H8
R1246,H8
R1247,H0+H8
R120470,H8
R120471,H8
R120472,H8
R120473,H8
R120474,H0+H8
R120475,H0
R120476,H0
R120477,H0
R120478,H0
R120479,H0
R121470,H8
R121471,H8
R121472,H8
R121473,H8
R121474,H0+H8
R121475,H0
R121476,H0
R121477,H0
R121478,H0
R121479,H0
R122470,H8
R122471,H8
R122472,H8
R122473,H8
R122474,H0+H8
R122475,H0
R122476,H0
R122477,H0
R122478,H0
R122479,H0
R123470,H8
R123471,H8
R123472,H8
R123473,H8
R123474,H0+H8
R123475,H0
R123476,H0
R123477,H0
R123478,H0
R123479,H0
R124470,H8
R124471,H8
R124472,H8
R124473,H8
R124474,H0+H8
R124475,H0
R124476,H0
R124477,H0
R124478,H0
R124479,H0
R125470,H8
R125471,H8
R125472,H8
R125473,H8
R125474,H0+H8
R125475,H0+H8
R125476,H0
R125477,H0
R125478,H0
R125479,H0
R126470,H8
R126471,H8
R126472,H8
R126473,H8
R126474,H0+H8
R126475,H0+H8
R126476,H0
R126477,H0
R126478,H0
R126479,H0
R127470,H8
R127471,H8
R127472,H8
R127473,H8
R127474,H0+H8
R127475,H0+H8
R127476,H0+H8
R127477,H0
R127478,H0
R127479,H0
R128470,H8
R128471,H8
R128472,H8
R128473,H8
R128474,H0+H8
R128475,H0+H8
R128476,H0+H8
R128477,H0+H8
R128478,H0
R128479,H0
R129470,H8
R129471,H8
R129472,H8
R129473,H8
R129474,H8
R129475,H0+H8
R129476,H8
R129477,H0+H8
R129478,H0
R129479,H0
R1346,H8
R1347,H0+H8
R130470,H8
R130471,H8
R130472,H8
R130473,H8
R130474,H8
R130475,H8
R130476,H8
R130477,H0+H8
R130478,H0+H8
R130479,H0
R131470,H8
R131471,H8
R131472,H8
R131473,H8
R131474,H8
R131475,H8
R131476,H8
R131477,H0+H8
R131478,H0
R131479,H0
R132470,H8
R132471,H8
R132472,H8
R132473,H8
R132474,H8
R132475,H8
R132476,H8
R132477,H0+H8
R132478,H0+H8
R132479,H0
R133470,H8
R133471,H8
R133472,H8
R133473,H8
R133474,H8
R133475,H8
R133476,H8
R133477,H8
R133478,H0+H8
R133479,H0+H8
R134470,H8
R134471,H8
R134472,H8
R134473,H8
R134474,H8
R134475,H8
R134476,H8
R134477,H8
R134478,H8
R134479,H0+H8
R135470,H8
R135471,H8
R135472,H8
R135473,H8
R135474,H8
R135475,H8
R135476,H8
R135477,H8
R135478,H8
R135479,H0+H8
R136470,H8
R136471,H8
R136472,H8
R136473,H8
R136474,H8
R136475,H8
R136476,H8
R136477,H8
R136478,H8
R136479,H8
R137470,H8
R137471,H8
R137472,H8
R137473,H8
R137474,H8
R137475,H8
R137476,H8
R137477,H8
R137478,H8
R137479,H8
R138470,H8
R138471,H8
R138472,H8
R138473,H8
R138474,H8
R138475,H8
R138476,H8
R138477,H8
R138478,H8
R138479,H8
R139470,H8
R139471,H8
R139472,H8
R139473,H8
R139474,H8
R139475,H8
R139476,H8
R139477,H8
R139478,H8
R139479,H8
R14J,H0+H8+H9
R1248,H0
R1249,H0+H9
R120490,H0
R120491,H0
R120492,H0+H9
R120493,H9
R120494,H9
R120495,H9
R120496,H9
R120497,H9
R120498,H9
R120499,H9
R121490,H0
R121491,H0
R121492,H0+H9
R121493,H9
R121494,H9
R121495,H9
R121496,H9
R121497,H9
R121498,H9
R121499,H9
R122490,H0
R122491,H0
R122492,H0+H9
R122493,H0+H9
R122494,H9
R122495,H9
R122496,H9
R122497,H9
R122498,H9
R122499,H9
R123490,H0
R123491,H0
R123492,H0
R123493,H0+H9
R123494,H9
R123495,H9
R123496,H9
R123497,H9
R123498,H9
R123499,H9
R124490,H0
R124491,H0
R124492,H0
R124493,H0+H9
R124494,H9
R124495,H9
R124496,H9
R124497,H9
R124498,H9
R124499,H9
R125490,H0
R125491,H0
R125492,H0
R125493,H0+H9
R125494,H0+H9
R125495,H9
R125496,H9
R125497,H9
R125498,H9
R125499,H9
R126490,H0
R126491,H0
R126492,H0
R126493,H0
R126494,H0+H9
R126495,H9
R126496,H9
R126497,H9
R126498,H9
R126499,H9
R127490,H0
R127491,H0
R127492,H0
R127493,H0
R127494,H0+H9
R127495,H0+H9
R127496,H9
R127497,H9
R127498,H9
R127499,H9
R128490,H0
R128491,H0
R128492,H0
R128493,H0
R128494,H0
R128495,H0+H9
R128496,H0+H9
R128497,H9
R128498,H9
R128499,H9
R129490,H0
R129491,H0
R129492,H0
R129493,H0
R129494,H0
R129495,H0
R129496,H0+H9
R129497,H0+H9
R129498,H9
R129499,H9
R1348,H0+H8
R130480,H0
R130481,H0
R130482,H0
R130483,H0
R130484,H0
R130485,H0
R130486,H0
R130487,H0
R130488,H0
R130489,H0
R131480,H0
R131481,H0
R131482,H0
R131483,H0
R131484,H0
R131485,H0
R131486,H0
R131487,H0
R131488,H0
R131489,H0
R132480,H0
R132481,H0
R132482,H0
R132483,H0
R132484,H0
R132485,H0
R132486,H0
R132487,H0
R132488,H0
R132489,H0
R133480,H0
R133481,H0
R133482,H0
R133483,H0
R133484,H0
R133485,H0
R133486,H0
R133487,H0
R133488,H0
R133489,H0
R134480,H0
R134481,H0
R134482,H0
R134483,H0
R134484,H0
R134485,H0
R134486,H0
R134487,H0
R134488,H0
R134489,H0
R135480,H0+H8
R135481,H0
R135482,H0
R135483,H0
R135484,H0
R135485,H0
R135486,H0
R135487,H0
R135488,H0
R135489,H0
R136480,H0+H8
R136481,H0+H8
R136482,H0
R136483,H0
R136484,H0
R136485,H0
R136486,H0
R136487,H0
R136488,H0
R136489,H0
R137480,H8
R137481,H0+H8
R137482,H0
R137483,H0
R137484,H0
R137485,H0
R137486,H0
R137487,H0
R137488,H0
R137489,H0
R138480,H8
R138481,H0+H8
R138482,H0+H8
R138483,H0
R138484,H0
R138485,H0
R138486,H0
R138487,H0
R138488,H0
R138489,H0
R139480,H8
R139481,H8
R139482,H0+H8
R139483,H0
R139484,H0
R139485,H0
R139486,H0
R139487,H0
R139488,H0
R139489,H0
R1349,H0+H9
R130490,H0
R130491,H0
R130492,H0
R130493,H0
R130494,H0
R130495,H0
R130496,H0
R130497,H0+H9
R130498,H9
R130499,H9
R131490,H0
R131491,H0
R131492,H0
R131493,H0
R131494,H0
R131495,H0
R131496,H0
R131497,H0+H9
R131498,H0+H9
R131499,H9
R132490,H0
R132491,H0
R132492,H0
R132493,H0
R132494,H0
R132495,H0
R132496,H0
R132497,H0
R132498,H0+H9
R132499,H9
R133490,H0
R133491,H0
R133492,H0
R133493,H0
R133494,H0
R133495,H0
R133496,H0
R133497,H0
R133498,H0+H9
R133499,H9
R134490,H0
R134491,H0
R134492,H0
R134493,H0
R134494,H0
R134495,H0
R134496,H0
R134497,H0
R134498,H0+H9
R134499,H0+H9
R135490,H0
R135491,H0
R135492,H0
R135493,H0
R135494,H0
R135495,H0
R135496,H0
R135497,H0
R135498,H0
R135499,H0+H9
R136490,H0
R136491,H0
R136492,H0
R136493,H0
R136494,H0
R136495,H0
R136496,H0
R136497,H0
R136498,H0
R136499,H0
R137490,H0
R137491,H0
R137492,H0
R137493,H0
R137494,H0
R137495,H0
R137496,H0
R137497,H0
R137498,H0
R137499,H0
R138490,H0
R138491,H0
R138492,H0
R138493,H0
R138494,H0
R138495,H0
R138496,H0
R138497,H0
R138498,H0
R138499,H0
R139490,H0
R139491,H0
R139492,H0
R139493,H0
R139494,H0
R139495,H0
R139496,H0
R139497,H0
R139498,H0
R139499,H0
R14K,H8
R14L,H8
R14M,H8
R14N,H8
R14P,H0+H8
R1448,H0+H8
R140480,H8
R140481,H8
R140482,H0+H8
R140483,H0+H8
R140484,H0
R140485,H0
R140486,H0
R140487,H0
R140488,H0
R140489,H0
R141480,H8
R141481,H8
R141482,H8
R141483,H0+H8
R141484,H0
R141485,H0
R141486,H0
R141487,H0
R141488,H0
R141489,H0
R142480,H8
R142481,H8
R142482,H8
R142483,H0+H8
R142484,H0+H8
R142485,H0
R142486,H0
R142487,H0
R142488,H0
R142489,H0
R143480,H8
R143481,H8
R143482,H8
R143483,H8
R143484,H0+H8
R143485,H0
R143486,H0
R143487,H0
R143488,H0
R143489,H0
R144480,H8
R144481,H8
R144482,H8
R144483,H8
R144484,H0+H8
R144485,H0+H8
R144486,H0
R144487,H0
R144488,H0
R144489,H0
R145480,H8
R145481,H8
R145482,H8
R145483,H8
R145484,H8
R145485,H0+H8
R145486,H0
R145487,H0
R145488,H0
R145489,H0
R146480,H8
R146481,H8
R146482,H8
R146483,H8
R146484,H8
R146485,H0+H8
R146486,H0
R146487,H0
R146488,H0
R146489,H0
R147480,H8
R147481,H8
R147482,H8
R147483,H8
R147484,H8
R147485,H0+H8
R147486,H0
R147487,H0
R147488,H0
R147489,H0
R148480,H8
R148481,H8
R148482,H8
R148483,H8
R148484,H8
R148485,H0+H8
R148486,H0+H8
R148487,H0
R148488,H0
R148489,H0
R149480,H8
R149481,H8
R149482,H8
R149483,H8
R149484,H8
R149485,H8
R149486,H0+H8
R149487,H0+H8
R149488,H0
R149489,H0
R1449,H0
R1548,H0+H8
R150480,H8
R150481,H8
R150482,H8
R150483,H8
R150484,H8
R150485,H8
R150486,H8
R150487,H0+H8
R150488,H0+H8
R150489,H0
R151480,H8
R151481,H8
R151482,H8
R151483,H8
R151484,H8
R151485,H8
R151486,H8
R151487,H8
R151488,H0+H8
R151489,H0+H8
R152480,H8
R152481,H8
R152482,H8
R152483,H8
R152484,H8
R152485,H8
R152486,H8
R152487,H8
R152488,H8
R152489,H0+H8
R153480,H8
R153481,H8
R153482,H8
R153483,H8
R153484,H8
R153485,H8
R153486,H8
R153487,H8
R153488,H0+H8
R153489,H0+H8
R154480,H8
R154481,H8
R154482,H8
R154483,H8
R154484,H8
R154485,H8
R154486,H8
R154487,H8
R154488,H8
R154489,H0+H8
R155480,H8
R155481,H8
R155482,H8
R155483,H8
R155484,H8
R155485,H8
R155486,H8
R155487,H8
R155488,H8
R155489,H0+H8
R156480,H8
R156481,H8
R156482,H8
R156483,H8
R156484,H8
R156485,H8
R156486,H8
R156487,H8
R156488,H8
R156489,H8
R157480,H8
R157481,H8
R157482,H8
R157483,H8
R157484,H8
R157485,H8
R157486,H8
R157487,H8
R157488,H8
R157489,H8
R158480,H8
R158481,H8
R158482,H8
R158483,H8
R158484,H8
R158485,H8
R158486,H8
R158487,H8
R158488,H8
R158489,H8
R159480,H8
R159481,H8
R159482,H8
R159483,H8
R159484,H8
R159485,H8
R159486,H8
R159487,H8
R159488,H8
R159489,H8
R1549,H0+H8
R150490,H0
R150491,H0
R150492,H0
R150493,H0
R150494,H0
R150495,H0
R150496,H0
R150497,H0
R150498,H0
R150499,H0
R151490,H0
R151491,H0
R151492,H0
R151493,H0
R151494,H0
R151495,H0
R151496,H0
R151497,H0
R151498,H0
R151499,H0
R152490,H0
R152491,H0
R152492,H0
R152493,H0
R152494,H0
R152495,H0
R152496,H0
R152497,H0
R152498,H0
R152499,H0
R153490,H0
R153491,H0
R153492,H0
R153493,H0
R153494,H0
R153495,H0
R153496,H0
R153497,H0
R153498,H0
R153499,H0
R154490,H0+H8
R154491,H0+H8
R154492,H0
R154493,H0
R154494,H0
R154495,H0
R154496,H0
R154497,H0
R154498,H0
R154499,H0
R155490,H0+H8
R155491,H0+H8
R155492,H0
R155493,H0
R155494,H0
R155495,H0
R155496,H0
R155497,H0
R155498,H0
R155499,H0
R156490,H8
R156491,H0+H8
R156492,H0+H8
R156493,H0
R156494,H0
R156495,H0
R156496,H0
R156497,H0
R156498,H0
R156499,H0
R157490,H8
R157491,H8
R157492,H0+H8
R157493,H0+H8
R157494,H0
R157495,H0
R157496,H0
R157497,H0
R157498,H0
R157499,H0
R158490,H8
R158491,H8
R158492,H8
R158493,H0+H8
R158494,H0
R158495,H0
R158496,H0
R158497,H0
R158498,H0
R158499,H0
R159490,H8
R159491,H8
R159492,H8
R159493,H0+H8
R159494,H0+H8
R159495,H0
R159496,H0
R159497,H0
R159498,H0
R159499,H0
R14Q,H8
R14R,H8
R14S,H8
R14T,H8
R14U,H0+H8
R1648,H8
R1649,H0+H8
R160490,H8
R160491,H8
R160492,H8
R160493,H8
R160494,H0+H8
R160495,H0
R160496,H0
R160497,H0
R160498,H0
R160499,H0
R161490,H8
R161491,H8
R161492,H8
R161493,H8
R161494,H0+H8
R161495,H0+H8
R161496,H0
R161497,H0
R161498,H0
R161499,H0
R162490,H8
R162491,H8
R162492,H8
R162493,H8
R162494,H8
R162495,H0+H8
R162496,H0
R162497,H0
R162498,H0
R162499,H0
R163490,H8
R163491,H8
R163492,H8
R163493,H8
R163494,H8
R163495,H0+H8
R163496,H0+H8
R163497,H0+H8
R163498,H0
R163499,H0
R164490,H8
R164491,H8
R164492,H8
R164493,H8
R164494,H8
R164495,H8
R164496,H8
R164497,H0+H8
R164498,H0
R164499,H0
R165490,H8
R165491,H8
R165492,H8
R165493,H8
R165494,H8
R165495,H8
R165496,H8
R165497,H0+H8
R165498,H0
R165499,H0
R166490,H8
R166491,H8
R166492,H8
