J,H0+H31+H36+H37+H38+H39
J234063,H0
J234064,H0+H31
J234065,H0+H31
J234066,H31
J234067,H31
J234068,H31
J234069,H31
J235060,H0
J235061,H0
J235062,H0
J235063,H0
J235064,H0
J235065,H0+H31
J235066,H0+H31
J235067,H31
J235068,H31
J235069,H31
J236060,H0
J236061,H0
J236062,H0
J236063,H0
J236064,H0
J236065,H0
J236066,H0+H31
J236067,H31
J236068,H31
J236069,H31
J237060,H0
J237061,H0
J237062,H0
J237063,H0
J237064,H0
J237065,H0
J237066,H0+H31
J237067,H0+H31
J237068,H31
J237069,H31
J238060,H0
J238061,H0
J238062,H0
J238063,H0
J238064,H0
J238065,H0
J238066,H0
J238067,H0+H31
J238068,H0+H31
J238069,H31
J239060,H0
J239061,H0
J239062,H0
J239063,H0
J239064,H0
J239065,H0
J239066,H0
J239067,H0
J239068,H0+H31
J239069,H31
J2307,H0+H31
J230070,H31
J230071,H31
J230072,H31
J230073,H31
J230074,H31
J230075,H31
J230076,H31
J230077,H31
J230078,H31
J230079,H31
J231070,H31
J231071,H31
J231072,H31
J231073,H31
J231074,H31
J231075,H31
J231076,H31
J231077,H31
J231078,H31
J231079,H31
J232070,H31
J232071,H31
J232072,H31
J232073,H31
J232074,H31
J232075,H31
J232076,H31
J232077,H31
J232078,H31
J232079,H31
J233070,H31
J233071,H31
J233072,H31
J233073,H31
J233074,H31
J233075,H31
J233076,H31
J233077,H31
J233078,H31
J233079,H31
J234070,H31
J234071,H31
J234072,H31
J234073,H31
J234074,H31
J234075,H31
J234076,H31
J234077,H31
J234078,H31
J234079,H31
J235070,H31
J235071,H31
J235072,H31
J235073,H31
J235074,H31
J235075,H31
J235076,H31
J235077,H31
J235078,H31
J235079,H31
J236070,H31
J236071,H31
J236072,H31
J236073,H31
J236074,H31
J236075,H31
J236076,H31
J236077,H31
J236078,H31
J236079,H31
J237070,H31
J237071,H31
J237072,H31
J237073,H31
J237074,H31
J237075,H31
J237076,H31
J237077,H31
J237078,H31
J237079,H31
J238070,H31
J238071,H31
J238072,H31
J238073,H31
J238074,H31
J238075,H31
J238076,H31
J238077,H31
J238078,H31
J238079,H31
J239070,H31
J239071,H31
J239072,H31
J239073,H31
J239074,H31
J239075,H31
J239076,H31
J239077,H31
J239078,H0+H31
J239079,H0+H31
J20J,H0+H31
J2208,H0+H31
J220080,H31
J220081,H31
J220082,H31
J220083,H31
J220084,H31
J220085,H31
J220086,H31
J220087,H31
J220088,H31
J220089,H31
J221080,H31
J221081,H31
J221082,H31
J221083,H31
J221084,H31
J221085,H31
J221086,H31
J221087,H31
J221088,H31
J221089,H31
J222080,H31
J222081,H31
J222082,H31
J222083,H31
J222084,H31
J222085,H31
J222086,H31
J222087,H31
J222088,H31
J222089,H31
J223080,H31
J223081,H31
J223082,H31
J223083,H31
J223084,H31
J223085,H31
J223086,H31
J223087,H31
J223088,H31
J223089,H31
J224080,H31
J224081,H31
J224082,H31
J224083,H31
J224084,H31
J224085,H31
J224086,H31
J224087,H31
J224088,H31
J224089,H31
J225080,H31
J225081,H31
J225082,H31
J225083,H31
J225084,H31
J225085,H31
J225086,H31
J225087,H31
J225088,H31
J225089,H31
J226080,H31
J226081,H31
J226082,H31
J226083,H31
J226084,H31
J226085,H31
J226086,H31
J226087,H31
J226088,H31
J226089,H31
J227080,H31
J227081,H31
J227082,H31
J227083,H31
J227084,H31
J227085,H31
J227086,H31
J227087,H31
J227088,H31
J227089,H31
J228080,H31
J228081,H31
J228082,H31
J228083,H31
J228084,H31
J228085,H31
J228086,H31
J228087,H31
J228088,H31
J228089,H31
J229080,H31
J229081,H31
J229082,H31
J229083,H31
J229084,H31
J229085,H31
J229086,H31
J229087,H31
J229088,H31
J229089,H0+H31
J2209,H0+H31
J220090,H31
J220091,H31
J220092,H31
J220093,H31
J220094,H31
J220095,H31
J220096,H31
J220097,H31
J220098,H31
J220099,H31
J221090,H31
J221091,H31
J221092,H31
J221093,H31
J221094,H31
J221095,H31
J221096,H31
J221097,H31
J221098,H31
J221099,H31
J222090,H31
J222091,H31
J222092,H31
J222093,H31
J222094,H31
J222095,H31
J222096,H31
J222097,H31
J222098,H31
J222099,H31
J223090,H31
J223091,H31
J223092,H31
J223093,H31
J223094,H31
J223095,H31
J223096,H31
J223097,H31
J223098,H31
J223099,H31
J224090,H31
J224091,H31
J224092,H31
J224093,H31
J224094,H31
J224095,H31
J224096,H31
J224097,H31
J224098,H31
J224099,H31
J225090,H31
J225091,H31
J225092,H31
J225093,H31
J225094,H31
J225095,H31
J225096,H31
J225097,H31
J225098,H31
J225099,H31
J226090,H31
J226091,H31
J226092,H31
J226093,H31
J226094,H31
J226095,H0+H31
J226096,H0+H31
J226097,H0+H31
J226098,H0+H31
J226099,H0+H31
J227090,H31
J227091,H31
J227092,H0+H31
J227093,H0+H31
J227094,H0+H31
J227095,H0+H31
J227096,H0
J227097,H0
J227098,H0
J227099,H0
J228090,H0+H31
J228091,H0+H31
J228092,H0+H31
J228093,H0
J228094,H0
J228095,H0
J228096,H0
J228097,H0
J228098,H0
J228099,H0
J229090,H0+H31
J229091,H0
J229092,H0
J229093,H0
J229094,H0
J229095,H0
J229096,H0
J229097,H0
J229098,H0
J229099,H0
J2308,H0+H31
J230080,H31
J230081,H31
J230082,H31
J230083,H31
J230084,H31
J230085,H31
J230086,H31
J230087,H31
J230088,H31
J230089,H0+H31
J231080,H31
J231081,H31
J231082,H31
J231083,H31
J231084,H31
J231085,H31
J231086,H31
J231087,H31
J231088,H0+H31
J231089,H0+H31
J232080,H31
J232081,H31
J232082,H31
J232083,H31
J232084,H31
J232085,H31
J232086,H31
J232087,H0+H31
J232088,H0+H31
J232089,H0
J233080,H31
J233081,H31
J233082,H31
J233083,H31
J233084,H31
J233085,H31
J233086,H0+H31
J233087,H0+H31
J233088,H0
J233089,H0
J234080,H31
J234081,H31
J234082,H31
J234083,H31
J234084,H0+H31
J234085,H0+H31
J234086,H0+H31
J234087,H0
J234088,H0
J234089,H0
J235080,H31
J235081,H31
J235082,H31
J235083,H0+H31
J235084,H0+H31
J235085,H0
J235086,H0
J235087,H0
J235088,H0
J235089,H0
J236080,H31
J236081,H31
J236082,H31
J236083,H0+H31
J236084,H0
J236085,H0
J236086,H0
J236087,H0
J236088,H0
J236089,H0
J237080,H31
J237081,H31
J237082,H31
J237083,H0+H31
J237084,H0
J237085,H0
J237086,H0
J237087,H0
J237088,H0
J237089,H0
J238080,H31
J238081,H31
J238082,H0+H31
J238083,H0+H31
J238084,H0
J238085,H0
J238086,H0
J238087,H0
J238088,H0
J238089,H0
J239080,H0+H31
J239081,H0+H31
J239082,H0+H31
J239083,H0
J239084,H0
J239085,H0
J239086,H0
J239087,H0
J239088,H0
J239089,H0
J2309,H0
J20K,H0
J20L,H0
J20M,H0
J20N,H0+H31
J2406,H0+H31
J240060,H0
J240061,H0
J240062,H0
J240063,H0
J240064,H0
J240065,H0
J240066,H0
J240067,H0
J240068,H0+H31
J240069,H0+H31
J241060,H0
J241061,H0
J241062,H0
J241063,H0
J241064,H0
J241065,H0
J241066,H0
J241067,H0
J241068,H0
J241069,H0
J242060,H0
J242061,H0
J242062,H0
J242063,H0
J242064,H0
J242065,H0
J242066,H0
J242067,H0
J242068,H0
J242069,H0
J243060,H0
J243061,H0
J243062,H0
J243063,H0
J243064,H0
J243065,H0
J243066,H0
J243067,H0
J243068,H0
J243069,H0
J244060,H0
J244061,H0
J244062,H0
J244063,H0
J244064,H0
J244065,H0
J244066,H0
J244067,H0
J244068,H0
J244069,H0
J245060,H0
J245061,H0
J245062,H0
J245063,H0
J245064,H0
J245065,H0
J245066,H0
J245067,H0
J245068,H0
J245069,H0
J246060,H0
J246061,H0
J246062,H0
J246063,H0
J246064,H0
J246065,H0
J246066,H0
J246067,H0
J246068,H0
J246069,H0
J247060,H0
J247061,H0
J247062,H0
J247063,H0
J247064,H0
J247065,H0
J247066,H0
J247067,H0
J247068,H0
J247069,H0
J248060,H0
J248061,H0
J248062,H0
J248063,H0
J248064,H0
J248065,H0
J248066,H0
J248067,H0
J248068,H0
J248069,H0
J249060,H0
J249061,H0
J249062,H0
J249063,H0
J249064,H0
J249065,H0
J249066,H0
J249067,H0
J249068,H0
J249069,H0
J2407,H0+H31
J240070,H0+H31
J240071,H31
J240072,H31
J240073,H31
J240074,H31
J240075,H31
J240076,H31
J240077,H0+H31
J240078,H0+H31
J240079,H0
J241070,H0+H31
J241071,H0+H31
J241072,H31
J241073,H31
J241074,H31
J241075,H31
J241076,H0+H31
J241077,H0+H31
J241078,H0
J241079,H0
J242070,H0
J242071,H0+H31
J242072,H0+H31
J242073,H31
J242074,H31
J242075,H31
J242076,H0+H31
J242077,H0
J242078,H0
J242079,H0
J243070,H0
J243071,H0
J243072,H0+H31
J243073,H0+H31
J243074,H0+H31
J243075,H0+H31
J243076,H0+H31
J243077,H0
J243078,H0
J243079,H0
J244070,H0
J244071,H0
J244072,H0+H31
J244073,H0+H31
J244074,H0
J244075,H0
J244076,H0
J244077,H0
J244078,H0
J244079,H0
J245070,H0
J245071,H0
J245072,H0
J245073,H0
J245074,H0
J245075,H0
J245076,H0
J245077,H0
J245078,H0
J245079,H0
J246070,H0
J246071,H0
J246072,H0
J246073,H0
J246074,H0
J246075,H0
J246076,H0
J246077,H0
J246078,H0
J246079,H0
J247070,H0
J247071,H0
J247072,H0
J247073,H0
J247074,H0
J247075,H0
J247076,H0
J247077,H0
J247078,H0
J247079,H0
J248070,H0
J248071,H0
J248072,H0
J248073,H0
J248074,H0
J248075,H0
J248076,H0
J248077,H0
J248078,H0
J248079,H0
J249070,H0
J249071,H0
J249072,H0
J249073,H0
J249074,H0
J249075,H0
J249076,H0
J249077,H0
J249078,H0
J249079,H0
J2506,H0
J2507,H0
J20P,H0
J20Q,H0
J20R,H0
J20S,H0
J20T,H0
J20U,H0+H38
J2608,H0
J2609,H0+H38
J260090,H0
J260091,H0
J260092,H0
J260093,H0
J260094,H0
J260095,H0
J260096,H0
J260097,H0
J260098,H0
J260099,H0
J261090,H0
J261091,H0
J261092,H0
J261093,H0
J261094,H0
J261095,H0
J261096,H0
J261097,H0
J261098,H0
J261099,H0
J262090,H0
J262091,H0
J262092,H0
J262093,H0
J262094,H0
J262095,H0
J262096,H0
J262097,H0
J262098,H0
J262099,H0
J263090,H0
J263091,H0
J263092,H0
J263093,H0
J263094,H0
J263095,H0
J263096,H0
J263097,H0
J263098,H0
J263099,H0
J264090,H0
J264091,H0
J264092,H0
J264093,H0
J264094,H0
J264095,H0
J264096,H0
J264097,H0
J264098,H0
J264099,H0
J265090,H0
J265091,H0
J265092,H0
J265093,H0
J265094,H0
J265095,H0
J265096,H0
J265097,H0
J265098,H0
J265099,H0
J266090,H0
J266091,H0
J266092,H0
J266093,H0
J266094,H0
J266095,H0
J266096,H0
J266097,H0
J266098,H0
J266099,H0
J267090,H0
J267091,H0
J267092,H0
J267093,H0
J267094,H0
J267095,H0
J267096,H0
J267097,H0
J267098,H0
J267099,H0
J268090,H0
J268091,H0
J268092,H0
J268093,H0
J268094,H0
J268095,H0
J268096,H0
J268097,H0
J268098,H0
J268099,H0
J269090,H0
J269091,H0
J269092,H0
J269093,H0
J269094,H0
J269095,H0
J269096,H0
J269097,H0
J269098,H0
J269099,H0+H38
J2708,H0
J2709,H0+H38
J270090,H0
J270091,H0
J270092,H0
J270093,H0
J270094,H0
J270095,H0
J270096,H0
J270097,H0
J270098,H0
J270099,H0+H38
J271090,H0
J271091,H0
J271092,H0
J271093,H0
J271094,H0
J271095,H0
J271096,H0
J271097,H0
J271098,H0
J271099,H0+H38
J272090,H0
J272091,H0
J272092,H0
J272093,H0
J272094,H0
J272095,H0
J272096,H0
J272097,H0
J272098,H0
J272099,H0
J273090,H0
J273091,H0
J273092,H0
J273093,H0
J273094,H0
J273095,H0
J273096,H0
J273097,H0
J273098,H0
J273099,H0
J274090,H0
J274091,H0
J274092,H0
J274093,H0
J274094,H0
J274095,H0
J274096,H0
J274097,H0
J274098,H0
J274099,H0
J275090,H0
J275091,H0
J275092,H0
J275093,H0
J275094,H0
J275095,H0
J275096,H0
J275097,H0
J275098,H0
J275099,H0
J276090,H0
J276091,H0
J276092,H0
J276093,H0
J276094,H0
J276095,H0
J276096,H0
J276097,H0
J276098,H0
J276099,H0
J277090,H0
J277091,H0
J277092,H0
J277093,H0
J277094,H0
J277095,H0
J277096,H0
J277097,H0
J277098,H0
J277099,H0
J278090,H0
J278091,H0
J278092,H0
J278093,H0
J278094,H0
J278095,H0
J278096,H0
J278097,H0
J278098,H0
J278099,H0
J279090,H0
J279091,H0
J279092,H0
J279093,H0
J279094,H0
J279095,H0
J279096,H0
J279097,H0
J279098,H0
J279099,H0
J20V,H0
J20W,H0
J20X,H0
J20Y,H0
J20Z,H0
J21,H0+H31+H38
J21SW,H0+H31+H38
J21NW,H38
J21SE,H0+H38
J21NE,H38
J21A,H0+H31
J2010,H0+H31
J200100,H31
J200101,H31
J200102,H31
J200103,H31
J200104,H31
J200105,H31
J200106,H31
J200107,H31
J200108,H31
J200109,H31
J201100,H31
J201101,H31
J201102,H31
J201103,H31
J201104,H31
J201105,H31
J201106,H31
J201107,H31
J201108,H31
J201109,H31
J202100,H31
J202101,H31
J202102,H31
J202103,H31
J202104,H31
J202105,H31
J202106,H31
J202107,H31
J202108,H31
J202109,H31
J203100,H31
J203101,H31
J203102,H31
J203103,H31
J203104,H31
J203105,H31
J203106,H31
J203107,H31
J203108,H31
J203109,H0+H31
J204100,H31
J204101,H31
J204102,H31
J204103,H31
J204104,H31
J204105,H31
J204106,H31
J204107,H31
J204108,H31
J204109,H0+H31
J205100,H31
J205101,H31
J205102,H31
J205103,H31
J205104,H31
J205105,H31
J205106,H31
J205107,H31
J205108,H0+H31
J205109,H0+H31
J206100,H31
J206101,H31
J206102,H31
J206103,H31
J206104,H31
J206105,H31
J206106,H31
J206107,H0+H31
J206108,H0+H31
J206109,H0
J207100,H31
J207101,H31
J207102,H31
J207103,H31
J207104,H31
J207105,H0+H31
J207106,H0+H31
J207107,H0+H31
J207108,H0
J207109,H0
J208100,H31
J208101,H31
J208102,H31
J208103,H31
J208104,H0+H31
J208105,H0+H31
J208106,H0
J208107,H0
J208108,H0
J208109,H0
J209100,H31
J209101,H31
J209102,H31
J209103,H0+H31
J209104,H0+H31
J209105,H0
J209106,H0
J209107,H0
J209108,H0
J209109,H0
J2011,H0+H31
J200110,H31
J200111,H0+H31
J200112,H0
J200113,H0
J200114,H0
J200115,H0
J200116,H0
J200117,H0
J200118,H0
J200119,H0
J201110,H31
J201111,H0+H31
J201112,H0+H31
J201113,H0
J201114,H0
J201115,H0
J201116,H0
J201117,H0
J201118,H0
J201119,H0
J202110,H0+H31
J202111,H0+H31
J202112,H0
J202113,H0
J202114,H0
J202115,H0
J202116,H0
J202117,H0
J202118,H0
J202119,H0
J203110,H0+H31
J203111,H0+H31
J203112,H0
J203113,H0
J203114,H0
J203115,H0
J203116,H0
J203117,H0
J203118,H0
J203119,H0
J204110,H0
J204111,H0
J204112,H0
J204113,H0
J204114,H0
J204115,H0
J204116,H0
J204117,H0
J204118,H0
J204119,H0
J205110,H0
J205111,H0
J205112,H0
J205113,H0
J205114,H0
J205115,H0
J205116,H0
J205117,H0
J205118,H0
J205119,H0
J206110,H0
J206111,H0
J206112,H0
J206113,H0
J206114,H0
J206115,H0
J206116,H0
J206117,H0
J206118,H0
J206119,H0
J207110,H0
J207111,H0
J207112,H0
J207113,H0
J207114,H0
J207115,H0
J207116,H0
J207117,H0
J207118,H0
J207119,H0
J208110,H0
J208111,H0
J208112,H0
J208113,H0
J208114,H0
J208115,H0
J208116,H0
J208117,H0
J208118,H0
J208119,H0
J209110,H0
J209111,H0
J209112,H0
J209113,H0
J209114,H0
J209115,H0
J209116,H0
J209117,H0
J209118,H0
J209119,H0
J2110,H0+H31
J210100,H31
J210101,H31
J210102,H31
J210103,H0+H31
J210104,H0
J210105,H0
J210106,H0
J210107,H0
J210108,H0
J210109,H0
J211100,H31
J211101,H31
J211102,H31
J211103,H0+H31
J211104,H0
J211105,H0
J211106,H0
J211107,H0
J211108,H0
J211109,H0
J212100,H31
J212101,H31
J212102,H0+H31
J212103,H0+H31
J212104,H0
J212105,H0
J212106,H0
J212107,H0
J212108,H0
J212109,H0
J213100,H31
J213101,H31
J213102,H0+H31
J213103,H0
J213104,H0
J213105,H0
J213106,H0
J213107,H0
J213108,H0
J213109,H0
J214100,H31
J214101,H31
J214102,H0+H31
J214103,H0
J214104,H0
J214105,H0
J214106,H0
J214107,H0
J214108,H0
J214109,H0
J215100,H31
J215101,H31
J215102,H0+H31
J215103,H0
J215104,H0
J215105,H0
J215106,H0
J215107,H0
J215108,H0
J215109,H0
J216100,H31
J216101,H31
J216102,H0+H31
J216103,H0
J216104,H0
J216105,H0
J216106,H0
J216107,H0
J216108,H0
J216109,H0
J217100,H31
J217101,H31
J217102,H0+H31
J217103,H0+H31
J217104,H0
J217105,H0
J217106,H0
J217107,H0
J217108,H0
J217109,H0
J218100,H31
J218101,H31
J218102,H31
J218103,H0+H31
J218104,H0+H31
J218105,H0
J218106,H0
J218107,H0
J218108,H0
J218109,H0
J219100,H31
J219101,H31
J219102,H31
J219103,H31
J219104,H0+H31
J219105,H0+H31
J219106,H0
J219107,H0
J219108,H0
J219109,H0
J2111,H0
J21B,H0
J21C,H0+H38
J2014,H0+H38
J200140,H0
J200141,H0
J200142,H0
J200143,H0
J200144,H0
J200145,H0
J200146,H0+H38
J200147,H0+H38
J200148,H38
J200149,H38
J201140,H0
J201141,H0
J201142,H0
J201143,H0
J201144,H0
J201145,H0
J201146,H0+H38
J201147,H38
J201148,H38
J201149,H38
J202140,H0
J202141,H0
J202142,H0
J202143,H0
J202144,H0
J202145,H0+H38
J202146,H0+H38
J202147,H38
J202148,H38
J202149,H38
J203140,H0
J203141,H0
J203142,H0
J203143,H0
J203144,H0
J203145,H0+H38
J203146,H38
J203147,H38
J203148,H38
J203149,H38
J204140,H0
J204141,H0
J204142,H0
J204143,H0
J204144,H0+H38
J204145,H0+H38
J204146,H38
J204147,H38
J204148,H38
J204149,H38
J205140,H0
J205141,H0
J205142,H0
J205143,H0
J205144,H0+H38
J205145,H0+H38
J205146,H38
J205147,H38
J205148,H38
J205149,H38
J206140,H0
J206141,H0
J206142,H0
J206143,H0
J206144,H0+H38
J206145,H0+H38
J206146,H38
J206147,H38
J206148,H38
J206149,H38
J207140,H0
J207141,H0
J207142,H0
J207143,H0
J207144,H0+H38
J207145,H38
J207146,H38
J207147,H38
J207148,H38
J207149,H38
J208140,H0
J208141,H0
J208142,H0
J208143,H0
J208144,H0+H38
J208145,H38
J208146,H38
J208147,H38
J208148,H38
J208149,H38
J209140,H0
J209141,H0
J209142,H0
J209143,H0
J209144,H0+H38
J209145,H0+H38
J209146,H38
J209147,H38
J209148,H38
J209149,H38
J2015,H38
J2114,H0+H38
J210140,H0
J210141,H0
J210142,H0
J210143,H0
J210144,H0
J210145,H0+H38
J210146,H38
J210147,H38
J210148,H38
J210149,H38
J211140,H0
J211141,H0
J211142,H0
J211143,H0
J211144,H0
J211145,H0+H38
J211146,H38
J211147,H38
J211148,H38
J211149,H38
J212140,H0
J212141,H0
J212142,H0
J212143,H0
J212144,H0+H38
J212145,H0+H38
J212146,H38
J212147,H38
J212148,H38
J212149,H38
J213140,H0
J213141,H0
J213142,H0
J213143,H0+H38
J213144,H0+H38
J213145,H38
J213146,H38
J213147,H38
J213148,H38
J213149,H38
J214140,H0
J214141,H0
J214142,H0
J214143,H0+H38
J214144,H38
J214145,H38
J214146,H38
J214147,H38
J214148,H38
J214149,H38
J215140,H0
J215141,H0
J215142,H0+H38
J215143,H0+H38
J215144,H38
J215145,H38
J215146,H38
J215147,H38
J215148,H38
J215149,H38
J216140,H0
J216141,H0
J216142,H0+H38
J216143,H38
J216144,H38
J216145,H38
J216146,H38
J216147,H38
J216148,H38
J216149,H38
J217140,H0
J217141,H0
J217142,H0+H38
J217143,H38
J217144,H38
J217145,H38
J217146,H38
J217147,H38
J217148,H38
J217149,H38
J218140,H0
J218141,H0+H38
J218142,H0+H38
J218143,H38
J218144,H38
J218145,H38
J218146,H38
J218147,H38
J218148,H38
J218149,H38
J219140,H0+H38
J219141,H0+H38
J219142,H38
J219143,H38
J219144,H38
J219145,H38
J219146,H38
J219147,H38
J219148,H38
J219149,H38
J2115,H38
J21D,H38
J21E,H38
J21F,H0+H31
J2210,H0+H31
J220100,H31
J220101,H31
J220102,H31
J220103,H31
J220104,H31
J220105,H0+H31
J220106,H0+H31
J220107,H0+H31
J220108,H0
J220109,H0
J221100,H31
J221101,H31
J221102,H31
J221103,H31
J221104,H31
J221105,H31
J221106,H31
J221107,H0+H31
J221108,H0+H31
J221109,H0
J222100,H31
J222101,H31
J222102,H31
J222103,H31
J222104,H31
J222105,H31
J222106,H31
J222107,H31
J222108,H0+H31
J222109,H0+H31
J223100,H31
J223101,H31
J223102,H31
J223103,H31
J223104,H31
J223105,H31
J223106,H31
J223107,H31
J223108,H31
J223109,H31
J224100,H31
J224101,H31
J224102,H31
J224103,H31
J224104,H31
J224105,H31
J224106,H31
J224107,H31
J224108,H0+H31
J224109,H0+H31
J225100,H31
J225101,H0+H31
J225102,H0+H31
J225103,H0+H31
J225104,H31
J225105,H31
J225106,H31
J225107,H0+H31
J225108,H0+H31
J225109,H0
J226100,H0+H31
J226101,H0+H31
J226102,H0
J226103,H0+H31
J226104,H0+H31
J226105,H0+H31
J226106,H0+H31
J226107,H0+H31
J226108,H0
J226109,H0
J227100,H0
J227101,H0
J227102,H0
J227103,H0
J227104,H0
J227105,H0
J227106,H0
J227107,H0
J227108,H0
J227109,H0
J228100,H0
J228101,H0
J228102,H0
J228103,H0
J228104,H0
J228105,H0
J228106,H0
J228107,H0
J228108,H0
J228109,H0
J229100,H0
J229101,H0
J229102,H0
J229103,H0
J229104,H0
J229105,H0
J229106,H0
J229107,H0
J229108,H0
J229109,H0
J2211,H0+H31
J220110,H0
J220111,H0
J220112,H0
J220113,H0
J220114,H0
J220115,H0
J220116,H0
J220117,H0
J220118,H0
J220119,H0
J221110,H0
J221111,H0
J221112,H0
J221113,H0
J221114,H0
J221115,H0
J221116,H0
J221117,H0
J221118,H0
J221119,H0
J222110,H0+H31
J222111,H0
J222112,H0
J222113,H0
J222114,H0
J222115,H0
J222116,H0
J222117,H0
J222118,H0
J222119,H0
J223110,H0+H31
J223111,H0+H31
J223112,H0
J223113,H0
J223114,H0
J223115,H0
J223116,H0
J223117,H0
J223118,H0
J223119,H0
J224110,H0+H31
J224111,H0+H31
J224112,H0
J224113,H0
J224114,H0
J224115,H0
J224116,H0
J224117,H0
J224118,H0
J224119,H0
J225110,H0
J225111,H0
J225112,H0
J225113,H0
J225114,H0
J225115,H0
J225116,H0
J225117,H0
J225118,H0
J225119,H0
J226110,H0
J226111,H0
J226112,H0
J226113,H0
J226114,H0
J226115,H0
J226116,H0
J226117,H0
J226118,H0
J226119,H0
J227110,H0
J227111,H0
J227112,H0
J227113,H0
J227114,H0
J227115,H0
J227116,H0
J227117,H0
J227118,H0
J227119,H0
J228110,H0
J228111,H0
J228112,H0
J228113,H0
J228114,H0
J228115,H0
J228116,H0
J228117,H0
J228118,H0
J228119,H0
J229110,H0
J229111,H0
J229112,H0
J229113,H0
J229114,H0
J229115,H0
J229116,H0
J229117,H0
J229118,H0
J229119,H0
J2310,H0
J2311,H0
J21G,H0
J21H,H0+H38
J2214,H0+H38
J220140,H0
J220141,H0+H38
J220142,H0+H38
J220143,H38
J220144,H38
J220145,H38
J220146,H38
J220147,H38
J220148,H38
J220149,H38
J221140,H0
J221141,H0
J221142,H0+H38
J221143,H0+H38
J221144,H0+H38
J221145,H38
J221146,H38
J221147,H38
J221148,H38
J221149,H38
J222140,H0
J222141,H0
J222142,H0
J222143,H0
J222144,H0+H38
J222145,H0+H38
J222146,H38
J222147,H38
J222148,H38
J222149,H38
J223140,H0
J223141,H0
J223142,H0
J223143,H0
J223144,H0+H38
J223145,H0+H38
J223146,H38
J223147,H38
J223148,H38
J223149,H38
J224140,H0
J224141,H0
J224142,H0
J224143,H0
J224144,H0+H38
J224145,H0+H38
J224146,H38
J224147,H38
J224148,H38
J224149,H38
J225140,H0
J225141,H0
J225142,H0
J225143,H0
J225144,H0
J225145,H0+H38
J225146,H38
J225147,H38
J225148,H38
J225149,H38
J226140,H0
J226141,H0
J226142,H0
J226143,H0
J226144,H0
J226145,H0+H38
J226146,H38
J226147,H38
J226148,H38
J226149,H38
J227140,H0
J227141,H0
J227142,H0
J227143,H0
J227144,H0
J227145,H0+H38
J227146,H38
J227147,H38
J227148,H38
J227149,H38
J228140,H0
J228141,H0
J228142,H0
J228143,H0
J228144,H0
J228145,H0+H38
J228146,H38
J228147,H38
J228148,H38
J228149,H38
J229140,H0
J229141,H0
J229142,H0
J229143,H0
J229144,H0
J229145,H0+H38
J229146,H38
J229147,H38
J229148,H38
J229149,H38
J2215,H38
J2314,H0+H38
J230140,H0
J230141,H0
J230142,H0
J230143,H0
J230144,H0
J230145,H0+H38
J230146,H38
J230147,H38
J230148,H38
J230149,H38
J231140,H0
J231141,H0
J231142,H0
J231143,H0
J231144,H0+H38
J231145,H0+H38
J231146,H38
J231147,H38
J231148,H38
J231149,H38
J232140,H0
J232141,H0
J232142,H0
J232143,H0+H38
J232144,H0+H38
J232145,H38
J232146,H38
J232147,H38
J232148,H38
J232149,H38
J233140,H0
J233141,H0
J233142,H0
J233143,H0+H38
J233144,H38
J233145,H38
J233146,H38
J233147,H38
J233148,H38
J233149,H38
J234140,H0
J234141,H0
J234142,H0+H38
J234143,H0+H38
J234144,H38
J234145,H38
J234146,H38
J234147,H38
J234148,H38
J234149,H38
J235140,H0
J235141,H0
J235142,H0+H38
J235143,H38
J235144,H38
J235145,H38
J235146,H38
J235147,H38
J235148,H38
J235149,H38
J236140,H0
J236141,H0+H38
J236142,H0+H38
J236143,H38
J236144,H38
J236145,H38
J236146,H38
J236147,H38
J236148,H38
J236149,H38
J237140,H0
J237141,H0+H38
J237142,H0+H38
J237143,H38
J237144,H38
J237145,H38
J237146,H38
J237147,H38
J237148,H38
J237149,H38
J238140,H0
J238141,H0
J238142,H0+H38
J238143,H38
J238144,H38
J238145,H38
J238146,H38
J238147,H38
J238148,H38
J238149,H38
J239140,H0
J239141,H0
J239142,H0+H38
J239143,H38
J239144,H38
J239145,H38
J239146,H38
J239147,H38
J239148,H38
J239149,H38
J2315,H38
J21I,H38
J21J,H38
J21K,H0+H38
J2410,H0
J2411,H0+H38
J240110,H0
J240111,H0
J240112,H0
J240113,H0
J240114,H0
J240115,H0
J240116,H0
J240117,H0+H38
J240118,H0+H38
J240119,H0+H38
J241110,H0
J241111,H0
J241112,H0
J241113,H0
J241114,H0
J241115,H0
J241116,H0
J241117,H0+H38
J241118,H0+H38
J241119,H0+H38
J242110,H0
J242111,H0
J242112,H0
J242113,H0
J242114,H0
J242115,H0
J242116,H0
J242117,H0+H38
J242118,H38
J242119,H0+H38
J243110,H0
J243111,H0
J243112,H0
J243113,H0
J243114,H0
J243115,H0
J243116,H0+H38
J243117,H0+H38
J243118,H38
J243119,H38
J244110,H0
J244111,H0
J244112,H0
J244113,H0
J244114,H0
J244115,H0
J244116,H0+H38
J244117,H38
J244118,H38
J244119,H38
J245110,H0
J245111,H0
J245112,H0
J245113,H0
J245114,H0
J245115,H0+H38
J245116,H0+H38
J245117,H38
J245118,H38
J245119,H38
J246110,H0
J246111,H0
J246112,H0
J246113,H0
J246114,H0
J246115,H0+H38
J246116,H38
J246117,H38
J246118,H38
J246119,H38
J247110,H0
J247111,H0
J247112,H0
J247113,H0
J247114,H0
